iter	RMSE
143	1.41570223
144	1.413659423
145	1.403032361
146	1.400425443
147	1.397300131
148	1.391829617
149	1.385542772
150	1.384253224
151	1.372963682
152	1.370468573
153	1.367060314
154	1.363753568
155	1.352887746
156	1.349705284
157	1.347276713
158	1.328855767
159	1.327006754
160	1.317724337
161	1.312875068
162	1.302517441
163	1.296587444
164	1.295376629
165	1.286248386
166	1.283326003
167	1.267077243
168	1.264618592
169	1.25009225
170	1.248663445
171	1.243885211
172	1.228903168
173	1.219294884
174	1.217355964
175	1.204532794
176	1.2033851
177	1.196659963
178	1.195286696
179	1.189691151
180	1.187357408
181	1.178048359
182	1.175558837
183	1.172748077
184	1.16958863
185	1.167701194
186	1.161395057
187	1.156152739
188	1.154252068
189	1.147136546
190	1.145565641
191	1.143755366
192	1.141998723
193	1.136373223
194	1.134565382
195	1.13153006
196	1.12968114
197	1.121234725
198	1.117431622
199	1.115798199
200	1.108087256
201	1.100457303
202	1.092863258
203	1.089032642
204	1.087273204
205	1.078279063
206	1.067916462
207	1.063427066
208	1.061842285
209	1.056574987
210	1.051572026
211	1.044041185
212	1.035265982
213	1.031798747
214	1.030431665
215	1.029259962
216	1.028795873
217	1.027387278
218	1.023193206
219	1.021931308
220	1.017187352
221	1.011212469
222	1.008134661
223	1.005964323
224	1.003128504
225	1.000267634
226	0.9989655231
227	0.9980172692
228	0.9972676052
229	0.9883933681
230	0.9832547006
231	0.9816895441
232	0.9807818559
233	0.9746999024
234	0.9698883917
235	0.9684654823
236	0.9672307211
237	0.9641224187
238	0.9544927193
239	0.95237931
240	0.9514617649
241	0.9497699237
242	0.9487031526
243	0.9474094167
244	0.939567456
245	0.9360213507
246	0.9352779889
247	0.9344623722
248	0.9298219977
249	0.9253297988
250	0.9201146065
251	0.9195300643
252	0.9171544362
253	0.9109860364
254	0.9103165973
255	0.9014943434
256	0.9008608848
257	0.9002215645
258	0.897825268
259	0.8939152804
260	0.8924662297
261	0.8875834519
262	0.8838762159
263	0.880381133
264	0.8798463725
265	0.8733963016
266	0.8726952039
267	0.8695342479
268	0.8618893857
269	0.859246737
270	0.8585613124
271	0.8549056627
272	0.8459209536
273	0.8453877273
274	0.8427792199
275	0.8352887852
276	0.8281856728
277	0.8253302056
278	0.8221750656
279	0.8215451719
280	0.8198476061
281	0.8190584453
282	0.8124187791
283	0.8091856895
284	0.8066192085
285	0.7985456226
286	0.7976719611
287	0.7937198371
288	0.7924742382
289	0.7916570759
290	0.7905580793
291	0.7845054547
292	0.7781977902
293	0.7737529177
294	0.7678814416
295	0.7662084484
296	0.7654772442
297	0.7644460411
298	0.7616680437
299	0.7593541634
300	0.753785993
301	0.7510327634
302	0.7494114374
303	0.7488655331
304	0.7433764307
305	0.7423327873
306	0.7371401729
307	0.7366971731
308	0.7341706987
309	0.7337334657
310	0.7308875812
311	0.7271539631
312	0.7267639223
313	0.7253229878
314	0.7228564238
315	0.7205009163
316	0.7199936867
317	0.7152158663
318	0.7145447687
319	0.7130144059
320	0.7084451442
321	0.7040557618
322	0.6998397446
323	0.6984021667
324	0.69357553
325	0.68899561
326	0.686844091
327	0.6856552597
328	0.6837910449
329	0.6817741017
330	0.678167859
331	0.677329157
332	0.673869383
333	0.6689029347
334	0.6677990152
335	0.6670065684
336	0.6628388303
337	0.6620845342
338	0.660883114
339	0.6592445978
340	0.6581156598
341	0.6548378517
342	0.6541005919
343	0.6533994977
344	0.6518390363
345	0.6512452923
346	0.6467280905
347	0.6448370091
348	0.6405918882
349	0.6375217568
350	0.6349241044
351	0.6345146203
352	0.6331761653
353	0.6315610119
354	0.6304062271
355	0.6297171012
356	0.6285229767
357	0.6246983602
358	0.6238479562
359	0.6226973609
360	0.619592129
361	0.618629053
362	0.6175102923
363	0.6167552851
364	0.6137849957
365	0.611098162
366	0.6107150213
367	0.6081232833
368	0.6060008525
369	0.6046839817
370	0.6013713741
371	0.6007290648
372	0.5993354496
373	0.5974466948
374	0.596960583
375	0.596199786
376	0.5955967305
377	0.5945914112
378	0.5941195131
379	0.5910210548
380	0.5879584636
381	0.5869386677
382	0.5850313009
383	0.5838056245
384	0.5828975854
385	0.5825505307
386	0.5819685281
387	0.5807976449
388	0.5789765244
389	0.5786804395
390	0.578031037
391	0.5777518256
392	0.5767068939
393	0.5762269119
394	0.5755531055
395	0.5745560416
396	0.5739304893
397	0.5729541325
398	0.5723851388
399	0.5696326907
400	0.5681831337
401	0.5667262194
402	0.5649908674
403	0.5618966214
404	0.561589011
405	0.5605248953
406	0.5598856565
407	0.559050514
408	0.556141617
409	0.5555590711
410	0.5550935473
411	0.5542871956
412	0.5538221442
413	0.5531116176
414	0.5516122479
415	0.5495742934
416	0.5491295089
417	0.5471842946
418	0.5455645731
419	0.5443791958
420	0.5436046209
421	0.5427669861
422	0.5421830607
423	0.5408623969
424	0.5383853332
425	0.5378593078
426	0.5371503957
427	0.5367849303
428	0.5361156117
429	0.5354378881
430	0.5342747139
431	0.5333970187
432	0.5328379442
433	0.5324507644
434	0.5317781079
435	0.5300304273
436	0.5286604029
437	0.5281638921
438	0.5266306079
439	0.5254859954
440	0.5249925985
441	0.5244634494
442	0.5240304389
443	0.5229796311
444	0.5226266262
445	0.522001321
446	0.5204975982
447	0.5198340925
448	0.5192277009
449	0.5178968572
450	0.5170466005
451	0.5166430057
452	0.5164022873
453	0.5153673634
454	0.5147992255
455	0.5139631204
456	0.512741294
457	0.5115296182
458	0.510544949
459	0.5095684789
460	0.5093626058
461	0.5087895613
462	0.5077208435
463	0.5075084603
464	0.5071237546
465	0.5057606778
466	0.5041847788
467	0.5034361229
468	0.5024671311
469	0.5014379801
470	0.5010586372
471	0.50034315
472	0.4988672029
473	0.4977262127
474	0.4972475804
475	0.4967941908
476	0.4959731509
477	0.4957750342
478	0.4945964422
479	0.4938176637
480	0.4927766598
481	0.490830135
482	0.490182275
483	0.4894989568
484	0.4892814834
485	0.4875395751
486	0.4864844856
487	0.4858293678
488	0.4856231929
489	0.4837709755
490	0.4828511735
491	0.48242145
492	0.4816163876
493	0.4811952397
494	0.4805462564
495	0.4798973347
496	0.4790677741
497	0.4776814911
498	0.4769060705
499	0.4756011113
500	0.4748316521
501	0.4740402823
502	0.4736426347
503	0.4730318025
504	0.4726659023
505	0.4718056778
506	0.4714566905
507	0.4707232676
508	0.4703955772
509	0.4694632338
510	0.4682906675
511	0.4679660557
512	0.4676583627
513	0.4670100933
514	0.4667236989
515	0.4661051915
516	0.4657946127
517	0.4646768898
518	0.4641130577
519	0.4635650256
520	0.4632487541
521	0.4625978645
522	0.4619412596
523	0.4615181629
524	0.4606547344
525	0.4597149247
526	0.4587347752
527	0.4582883152
528	0.4572329132
529	0.4565972685
530	0.4559394784
531	0.4556728798
532	0.4554581608
533	0.4543972987
534	0.4542074965
535	0.4536001362
536	0.4533496472
537	0.4522139907
538	0.4517869375
539	0.4512290574
540	0.4500896823
541	0.4494857712
542	0.4488381257
543	0.448526561
544	0.4474355361
545	0.4471385282
546	0.4466171926
547	0.4459021417
548	0.445131993
549	0.444762398
550	0.4444036059
551	0.4442887292
552	0.4437102023
553	0.4434949176
554	0.4430488602
555	0.4424222526
556	0.4417842746
557	0.4410481987
558	0.4405737308
559	0.440142049
560	0.4398008709
561	0.4396638824
562	0.4389085522
563	0.4386788836
564	0.4374827206
565	0.4371218046
566	0.4367000229
567	0.4358989103
568	0.4354723218
569	0.4341252255
570	0.433534471
571	0.4331623705
572	0.432795307
573	0.4314242346
574	0.4307059039
575	0.4302062168
576	0.4299593217
577	0.4294564869
578	0.4285660728
579	0.4279867327
580	0.4270277985
581	0.4266073584
582	0.4264493296
583	0.426019346
584	0.4254999682
585	0.4248621274
586	0.4246287286
587	0.4241057795
588	0.4235219549
589	0.423030062
590	0.4225912063
591	0.4221022536
592	0.421505341
593	0.4211481654
594	0.42047246
595	0.4195551504
596	0.4184500009
597	0.41814141
598	0.4179686307
599	0.4176022345
600	0.4167934398
601	0.4161813094
602	0.4158011591
603	0.4150316013
604	0.4144953978
605	0.4140308949
606	0.4138714323
607	0.4133132456
608	0.4131068462
609	0.4121698841
610	0.4112722861
611	0.410883937
612	0.4105431282
613	0.410044942
614	0.4099306026
615	0.4095240552
616	0.4093970979
617	0.4088645746
618	0.4085455644
619	0.4081223444
620	0.4074733987
621	0.4071132561
622	0.406697061
623	0.4058533256
624	0.4057245322
625	0.4051993994
626	0.4048080654
627	0.4046060481
628	0.4045085074
629	0.4034011396
630	0.403144431
631	0.4027984068
632	0.4020138524
633	0.4018273261
634	0.4014279718
635	0.4010904118
636	0.4007981504
637	0.4005867448
638	0.4000979483
639	0.3998121775
640	0.3996282607
641	0.3991820251
642	0.3988015352
643	0.3980459725
644	0.3974498211
645	0.3968741822
646	0.3958757357
647	0.395480227
648	0.3951687447
649	0.3948328291
650	0.3944203299
651	0.3943607637
652	0.3938689629
653	0.3931492438
654	0.3927738182
655	0.392257435
656	0.3916923449
657	0.3909994015
658	0.3902128987
659	0.3896467845
660	0.3891652509
661	0.3888311874
662	0.3885148686
663	0.3881125157
664	0.3876240479
665	0.3872270534
666	0.3868407055
667	0.3866279624
668	0.3864951054
669	0.3858049529
670	0.3854924283
671	0.3848352327
672	0.3845877062
673	0.3833223394
674	0.3826895857
675	0.3823056604
676	0.3820552728
677	0.3819265343
678	0.381545539
679	0.3811978424
680	0.380811833
681	0.3804234051
682	0.3801435428
683	0.3797535468
684	0.3788189678
685	0.3784482835
686	0.3779940696
687	0.377909445
688	0.3775630449
689	0.3773074314
690	0.3770783788
691	0.3767526885
692	0.376232102
693	0.3758865775
694	0.3755548204
695	0.3749485798
696	0.3743994773
697	0.374128229
698	0.373890058
699	0.3734107092
700	0.3730556669
701	0.3728350789
702	0.3717235439
703	0.3714668188
704	0.3710330299
705	0.3708013068
706	0.370695249
707	0.3705107094
708	0.3702812265
709	0.3699611111
710	0.3693809415
711	0.3690205255
712	0.3689011126
713	0.3687467497
714	0.3685282524
715	0.3682397562
716	0.3680212583
717	0.3676943244
718	0.367586917
719	0.3673686916
720	0.3670316882
721	0.366685361
722	0.3664977471
723	0.3657413306
724	0.3655621503
725	0.365211289
726	0.3649984687
727	0.3647563155
728	0.3643138135
729	0.3640067501
730	0.3638571087
731	0.3635998474
732	0.3634026748
733	0.3629795469
734	0.3622656243
735	0.3621136309
736	0.3617020506
737	0.3614742123
738	0.3613781038
739	0.3612245345
740	0.3606925395
741	0.3605294192
742	0.3601284272
743	0.359245486
744	0.3591211635
745	0.3589284788
746	0.358448588
747	0.3580416272
748	0.3576541959
749	0.3570250604
750	0.3565736265
751	0.3563433196
752	0.3562481554
753	0.3556485017
754	0.3547859654
755	0.35458301
756	0.3544033978
757	0.3541838676
758	0.3534949304
759	0.352663897
760	0.3524590627
761	0.3519787724
762	0.351767307
763	0.3515391373
764	0.3511646441
765	0.3505976793
766	0.3503913986
767	0.3495912873
768	0.3492915739
769	0.3490749729
770	0.3487643845
771	0.3484769702
772	0.3482934971
773	0.3474993847
774	0.3472564171
775	0.3467732578
776	0.3464414335
777	0.3463490852
778	0.3459614403
779	0.344948637
780	0.344748937
781	0.3444659971
782	0.3441061064
783	0.3436340191
784	0.34330615
785	0.3426372628
786	0.3423202893
787	0.3419469686
788	0.3417974711
789	0.3412700353
790	0.3411058731
791	0.340900625
792	0.3405709296
793	0.340149802
794	0.3398799312
795	0.3397945545
796	0.339697035
797	0.3394026555
798	0.3390961382
799	0.3384173664
800	0.3381324153
801	0.3376920267
802	0.3375255688
803	0.3371756368
804	0.3369540704
805	0.3366146361
806	0.3363530873
807	0.3357023583
808	0.3355731097
809	0.3352862879
810	0.3349745257
811	0.3345025474
812	0.3341822052
813	0.3340971623
814	0.3338049288
815	0.3335008091
816	0.333385023
817	0.332759762
818	0.332223173
819	0.3319335915
820	0.3315683168
821	0.3312696628
822	0.3309941227
823	0.330567906
824	0.3304174256
825	0.329688648
826	0.3295214229
827	0.329193583
828	0.3282680753
829	0.3280971248
830	0.3274331125
831	0.3270712548
832	0.3268242724
833	0.3265355831
834	0.3263641283
835	0.3261348639
836	0.3255106305
837	0.3253078272
838	0.3250235882
839	0.3247534686
840	0.3242308498
841	0.3241215176
842	0.323792262
843	0.3235726592
844	0.3229450983
845	0.3226278322
846	0.321761688
847	0.3214693311
848	0.3208682405
849	0.3206098142
850	0.3197967272
851	0.3195788452
852	0.3192740042
853	0.3191302877
854	0.3190363755
855	0.3183594355
856	0.3182232659
857	0.3180937489
858	0.3176808756
859	0.3176087557
860	0.3172256001
861	0.3167478673
862	0.3164809697
863	0.316370225
864	0.3162486945
865	0.3157240279
866	0.314894682
867	0.314528371
868	0.3143201291
869	0.3140912034
870	0.3137220326
871	0.3134531282
872	0.3128169234
873	0.312542918
874	0.3124258441
875	0.3122359638
876	0.311990467
877	0.3115368664
878	0.3112555135
879	0.3107328186
880	0.3105724758
881	0.310242344
882	0.3099887998
883	0.3093974842
884	0.3092005171
885	0.3087790655
886	0.3086009611
887	0.3079235046
888	0.3076702606
889	0.3071753031
890	0.3070712605
891	0.3068998097
892	0.3063510968
893	0.3059501261
894	0.3056783704
895	0.305450368
896	0.3053597559
897	0.3052041038
898	0.3050748729
899	0.3045942821
900	0.3042717646
901	0.3041145732
902	0.3039973825
903	0.3034105068
904	0.3030370119
905	0.3028791831
906	0.3023527612
907	0.30184561
908	0.3016873145
909	0.3014457552
910	0.3013641084
911	0.3008766249
912	0.3005343063
913	0.3001819486
914	0.29954157
915	0.2991828292
916	0.2989838089
917	0.2986172094
918	0.2985417023
919	0.2980659023
920	0.2977944937
921	0.2976256029
922	0.2969803594
923	0.2967864135
924	0.2966672259
925	0.2965492628
926	0.2960400489
927	0.295778722
928	0.2956118451
929	0.2954522792
930	0.2952823997
931	0.2951519806
932	0.2949983244
933	0.2948116706
934	0.2945700324
935	0.2943696091
936	0.2941199918
937	0.2939226413
938	0.2936876353
939	0.2934611822
940	0.292717337
941	0.2924261044
942	0.2919823102
943	0.2917568744
944	0.2914452888
945	0.2914071339
946	0.2912569398
947	0.2910636546
948	0.290778503
949	0.2904773258
950	0.290240627
951	0.2900905447
952	0.2899419346
953	0.2896374245
954	0.2891796604
955	0.2890774995
956	0.288646875
957	0.2884082082
958	0.2881923853
959	0.2880615564
960	0.2872767563
961	0.2871506278
962	0.2865315413
963	0.2864177138
964	0.2860731782
965	0.2859970103
966	0.2854228972
967	0.2852203899
968	0.2851500723
969	0.2844690882
970	0.284196387
971	0.2836020881
972	0.2834912312
973	0.2833535282
974	0.2830734959
975	0.2829408346
976	0.2825321337
977	0.282400849
978	0.2821326397
979	0.282062192
980	0.2818068769
981	0.2817501188
982	0.2815437931
983	0.2812792312
984	0.280898438
985	0.2806931766
986	0.2806049883
987	0.2805113359
988	0.280312902
989	0.2801081587
990	0.2799764828
991	0.2798017562
992	0.2796513065
993	0.2791425736
994	0.2787447151
995	0.2785800497
996	0.2784540811
997	0.2782954374
998	0.2779198668
999	0.2776043902
